CS1020,Data Structures and Algorithms I,"This module is the second part of a three-part series on introductory programming and problem solving by computing. It continues the introduction that begins in CS1010, and emphasises object-oriented programming with application to simple data structures. Topics covered include object-oriented problem modeling with concepts of objects, classes and methods, object-oriented problem formulation and problem solving, data structure implementation strageties, abstraction and encapsulation of data structures, object-oriented programming constructs, use of APIs and class libraries, exception handling, lists, linked lists, stacks, queues, hash tables and their algorithmic design, various forms of sorting and searching methods, recursive algorithms, and Big-O notation.This module is appropriate for SoC and FoS students.  ",4,CS1010 or its equivalents,"CG1102, CG1103, CS1020E, CS1102, CS1102C, CS1102S, CS2020",1,210,1,400
CS1020E,Data Structures and Algorithms I,"This module is the second part of a three-part series on introductory programming and problem solving by computing. It continues the introduction that begins in CS1010E, and emphasises object-oriented programming with application to simple data structures. Topics covered include object-oriented problem modeling with concepts of objects, classes and methods, object-oriented problem formulation and problem solving, data structure implementation strategies, abstraction and encapsulation of data structures, object-oriented programming constructs, use of APIs and class libraries, exception handling, lists, linked lists, stacks, queues, hash tables and their algorithmic design, various forms of sorting and searching methods, recursive algorithms, and Big-O notation.This module is appropriate for FoE students.  ",4,CS1010 or its equivalents,"CG1102, CG1103, CS1020, CS1102, CS1102C, CS1102S, CS2020",1,220,1,110
CS1101S,Programming Methodology,"This module introduces the concepts of programming from a functional perspective, and is perceived as the first and foremost introductory course to computing. It is the first of a two-part series on introductory programming, which also includes CS1102S. This series is characterised by the use of a minimalist syntax of functional languages that enables an emphasis on fundamental programming issues. Topics covered include: overview of programming languages and compilation process, procedural abstraction, recursion, data abstraction, algorithmic strategies, higher-order functions, state mutation, evaluation strategies, debugging and testing. Module activities include lectures, recitation, tutorial and laboratory exercises.  ",5,No programming or computer science experience is required. GCE A Level Mathematics or H2 Mathematics or MA1301,"CS1010, CS1010E, CS1010FC, CS1101, CS1101C, Engineering students",1,120,0,
CS1102,Data Structures and Algorithms,"This module is the second part of a two-part series on introductory programming from an object-oriented perspective. It continues the introduction to object-oriented programming begun in CS1101, with an emphasis on data structures and algorithms. Topics covered include: abstraction and encapsulation for data structures, basic data structures such as lists, stacks, queues, and their algorithmic designs, various forms of sorting methods, trees, binary search tree, hash tables, order property, heap and priority queues, graphs representation and basic graph search algorithms (breadth-first search, depth-first search), and basic algorithmic analysis.  ",5,CS1101,"CS1102C, CS1102S. EEE &amp; CPE students are not allowed to take this module.",0,,0,
CS1102C,Data Structures and Algorithms,"This module is the second part of a two-part series on introductory programming from an imperative paradigm perspective. It continues the introduction to programming begun in CS1101C, with an emphasis on data structures and algorithms. Topics covered include: abstraction and encapsulation for data structures, basic data structures such as lists, stacks, queues, and their algorithmic designs, various forms of sorting methods, trees, binary search tree, hash tables, order property, heap and priority queues, graphs representation and basic graph search algorithms (breadth-first search, depth-first search), and basic algorithmic analysis.  ",5,CS1101C,"CS1102, CS1102S",0,,0,
CS1231,Discrete Structures,"This module introduces mathematical tools required in the study of computer science. Topics include: (i) Logic and proof techniques: propositions, conditionals, quantifications.  (ii) Relations and Functions: Equivalence relations and partitions. Partially ordered sets. Well-Ordering Principle. Function equality. Boolean/identity/inverse functions. Bijection.  (iii) Mathematical formulation of data models (linear model, trees and graphs).  (iv) Counting and Combinatoric: Pigeonhole Principle. Inclusion-Exclusion Principle. Number of relations on a set, number of injections from one finite set to another, Diagonalisation proof: An infinite countable set has an uncountable power set; Algorithmic proof: An infinite set has a countably infinite subset. Subsets of countable sets are countable.  ",4,GCE A Level Mathematics or H2 Mathematics or MA1301 or MA1301FC,MA1100,1,500,0,
CS1280,Java to C++,"This module aims to train students who have learned data structures and algorithms in Java to programme in C++. Basic constructs common in the two languages will not be covered (e.g. if-else, loops etc). Topics covered include: Objects and classes in C++, fundamental data structures: arrays, strings, vectors, I/O, exception handling, sub-classing, inheritance, template function, template class, use of STL, and defining operator. Assessment of students in this module will be on either Satisfactory/Unsatisfactory (S/U) or Com-pleted Satisfactory/Completed Unsatisfactory (CS/CU) basis depending on students&#39; matriculation year. Students matriculated in AY2007/08 and after will be assessed on CS/CU basis. The duration of the course is six weeks, opening at beginning of semesters.  ",2,CS1020 or CS2020,Nil,0,,0,
CS1281,C++ to Java,"The module aims to train students who have learned data structures and algorithms in C++ to programme in Java. Basic constructs common in the two languages will not be covered (e.g. if-else, loops etc). Topics covered include: Objects and classes in Java, fundamental data structures: arrays, strings, I/O, exception handling, use of APIs and class libraries, sub-classing, inheritance, abstract and interface class, new design concept using generic Java approach. Assessment of students in this module will be on either Satisfactory/Unsatisfactory (S/U) or Com-pleted Satisfactory/Completed Unsatisfactory (CS/CU) basis depending on students&#39; matriculation year. Students matriculated in AY2007/08 and after will be assessed on CS/CU basis. The duration of the course is six weeks, opening at beginning of semesters.  ",2,CS1020E,Nil,0,,0,
CS2010,Data Structures and Algorithms II,"This module is the third part of a three-part series on introductory programming and problem solving by computing. It continues the introduction in CS1010 and CS1020, and emphasises object-oriented programming with application to complex data structures. Topics covered include trees, binary search trees, order property, prefix/infix/postfix expressions, heaps, priority queues, graphs and their algorithmic design, recursive algorithms, problem formulation and problem solving with applications of complex data structures, data structure design principles and implementation strategies, and algorithm analysis. Advanced data structures such as B-trees and AVL trees are also covered.  ",4,CS1020 or CS1020E or CG1103,"CG1102, CS1102, CS1102C, CS1102S, CS2020",1,170,1,120
CS2020,Data Structures and Algorithms Accelerated,"This module is an accelerated version that combines CS1020 and CS2010. It continues the introduction in CS1010, and emphasises object-oriented programming with application to data structures. Topics covered include object-oriented problem modeling with concepts of objects, classes and methods, object-oriented problem formulation and problem solving, data structure design principles and implementation strageties, abstraction and encapsulation of data structures, object-oriented programming constructs, use of APIs and class libraries, exception handling, lists, linked lists, stacks, queues, hash tables, trees, graphs, and their algorithmic design, various forms of sorting and searching methods, recursive algorithms, and algorithm analysis.  ",6,Obtain a grade of at least A- in either CS1010 or its equivalent,"CG1102, CG1103, CS1020, CS1020E, CS2010, CS1102, CS1102C, CS1102S",0,,1,100
CS2100,Computer Organisation,"The objective of this module is to familiarise students with the fundamentals of computing devices. Through this module students will understand the basics of data representation, and how the various parts of a computer work, separately and with each other. This allows students to understand the issues in computing devices, and how these issues affect the implementation of solutions. Topics covered include data representation systems, combinational and sequential circuit design techniques, assembly language, processor execution cycles, pipelining, memory hierarchy and input/output systems.  ",4,CS1010 or its equivalent,CS1104 and students from the Department of ECE.,1,180,1,300
CS2101,Effective Communication for Computing Professionals,"This module aims to equip students with the skills needed to communicate technical information to technical and non-technical audiences, and to create comprehensible software documentation. A student-centric approach will be adopted to encourage independent and collaborative learning while engaging students in team-based projects. Students will learn interpersonal and intercultural communication skills as well as hone their oral and written communication skills. Assessment modes include a variety of oral and written communication tasks such as reports, software guides, oral presentations, software demonstrations and project blogs.  ",4,Students have to complete ES1000 and/or ES1102 (if required to take the module/s) before reading this module.,"CG1413, EG1413, IS2101, ES2002, ES2007S and ES2007D",1,190,1,
CS2102,Database Systems,"The aim of this module is to introduce the fundamental concepts and techniques necessary for the understanding and practice of design and implementation of database applications and of the management of data with relational database management systems. The module covers practical and theoretical aspects of design with entity-relationship model, theory of functional dependencies and normalisation by decomposition in second, third and Boyce-Codd normal forms. The module covers practical and theoretical aspects of programming with SQL data definition and manipulation sublanguages, relational tuple calculus, relational domain calculus and relational algebra.  ",4,(CS1020 or its equivalent) and (CS1231 or MA1100),"CS2102S, IT2002",1,250,1,250
CS2103,Software Engineering,"This module introduces the necessary conceptual and analytical tools for systematic and rigorous development of software systems. It covers four main areas of software development, namely object-oriented system analysis, object-oriented system modelling and design, implementation, and testing, with emphasis on system modelling and design and implementation of software modules that work cooperatively to fulfill the requirements of the system. Tools and techniques for software development, such as Universal Modelling Language (UML), program specification, and testing methods, will be taught. Major software engineering issues such as modularisation criteria, program correctness, and software quality will also be covered.  ",4,CS1020 or its equivalent,CS2103T.  Science students majoring in Computational Finance are not allowed to read it as ULR-Breadth. EEE and CPE students can only take this module as a technical elective to satisfy the programme requirements or UEM but not ULR-Breadth.,1,150,1,180
CS2103T,Software Engineering,"This module introduces the necessary conceptual and analytical tools for systematic and rigorous development of software systems. It covers four main areas of software development, namely object-oriented system analysis, object-oriented system modelling and design, implementation, and testing, with emphasis on system modelling, design and implementation of software modules that work cooperatively to fulfill the system&#39;s requirements. Tools for software development, such as Universal Modelling Language, program specification, and testing methods will be taught. Software engineering issues such as modularisation criteria, program correctness, and software quality will be covered. This module must be taken together with CS2101 Effective Communication for Technologists.  ",4,For SoC Students only. CS1020 or its equivalent,"CS2103, IS2101 or its equivalent.",1,190,1,160
CS2104,Programming Language Concepts,"This module introduces the concepts that serve as a basis for hundreds of programming languages. It aims to provide the students with a basic understanding and appreciation of the various essential programming-languages constructs, programming paradigms, evaluation criteria and language implementation issues. The module covers concepts from imperative, object-oriented, functional, logic, constraints, and concurrent programming. These concepts are illustrated by examples from varieties of languages such as Pascal, C, Java, Smalltalk, Scheme, Haskell, Prolog. The module also introduces various implementation issues, such as pseudo-code interpretation, static and dynamic semantics, abstract machine, type inferencing, etc.  ",4,CS1020 or its equivalent,Nil,1,120,0,
CS2105,Introduction to Computer Networks,"This course aims to provide a broad introduction to computer networks and some appreciations of network application programming. It covers a range of topics including basic data communication and computer network concepts, protocols, network computing concepts and principles, network applications development and network security. The emphasis of teaching is on the working principles and application of computer networks. As an integral part of the course, tutorials and practical assignments enforcing learning will also be given. These assignments provide an early exposure in network application programming and they should be able to complete by using personal computers and school&#39;s network facilities.  ",4,CS1020 or its equivalents,"IT2001, EE3204/E, EE4210. EEE, CEG &amp; CPE students are not allowed to take this module.",1,250,1,250
CS2106,Introduction to Operating Systems,"This module introduces the basic concepts in operating systems and links it with contemporary operating systems (eg. Unix/Linux and Windows). It focuses on OS structuring and architecture, processes, memory management, concurrency and file systems. Topics include kernel architecture, system calls, interrupts, models of processes, process abstraction and services, scheduling, review of physical memory and memory management hardware, kernel memory management, virtual memory and paging, caches, working set, deadlock, mutual exclusion, synchronisation mechanisms, data and metadata in file systems, directories and structure, file system abstraction and operations, OS protection mechanisms, and user authentication.",4,CS2100 or EE2007 or EE2024,CG2271 or EE4214. CEG students are not allowed to take this module.,1,250,1,180
CS2107,Introduction to Information Security,"This module serves as an introductory module on information and computer system security. It illustrates the fundamentals of how systems fail due to malicious activities and how they can be protected. The module also places emphasis on the practices of secure programming and implementation. Topics covered include classical/historical ciphers, introduction to modern ciphers and cryptosystems, ethical, legal and organisational aspects, classic examples of direct attacks on computer systems such as input validation vulnerability, examples of other forms of attack such as social engineering/phishing attacks, and the practice of secure programming.  ",4,CS1010 or its equivalent,Nil,1,150,1,200
CS2108,Introduction to Media Computing,"This module introduces students to (i) the fundamental principles, theory, algorithms, and data structures behind digital representation, compression, synchronization, and processing of image, audio, and video data types, and (ii) challenges and issues in developing media-rich applications, such as media streaming and media retrieval. Students will be exposed to the workings of common media file format and common manipulation techniques on media data. After taking the module, students should be confident enough in developing media applications and make appropriate trade-off and design decisions when dealing in media data in their software.",4,CS1020 or its equivalent,,1,80,0,
CS2220,Introduction to Computational Biology,"There are three aims in this course. First, the course provides, from programmers&#39; viewpoint, an overview of common computational techniques used in the field of bioinformatics, including similarity operations, clustering and classification techniques, and techniques in gene recognition. Second, the basic theory behind these techniques will be covered. Last, but not least, the course demonstrates the role of bioinformaticians as a bridge between the field of computer science and biology, and prepares students for advanced computer-science topics relevant to bioinformatics.  ",4,CS1020 or its equivalent. LSM1102 highly recommended.,Nil,1,30,0,
CS2271,Embedded Systems,"The explosive growth of transistor density has moved the centre of gravity of computing from personal computers to numerous embedded computers hidden away inside our everyday electronic products. Designing embedded computing systems is unique in the sense that the traditional borderline between hardware and software vanishes here. This module aims to provide a broad overview of the techniques and challenges involved in designing embedded systems. Topics include: FPGAs, high-level programming of FPGAs, DSP, and embedded microprocessor, embedded software development, real-time operating systems, and hardware/software codesign.  ",4,"(CS1020 or CS1020E or CS1102 or CS1102C or CS1102S) and (CS1104 or CS2100) (for students admitted on or before AY2002/03) or EE2006 (for students admitted after AY2002/03), and students must have programming knowledge in C or have passed CS2281 Programming in UNIX",Nil,0,,0,
CS2281,Programming in UNIX,"This module aims to train students to be proficient in dealing with UNIX systems. Topics include: C programming: Variables, types, operators, expressions, control flow, functions, function arguments, recursion, pointers, address arithmetic, arrays, structures, standard input/output. Unix system interface: file/directory manipulation, system data files, Unix processes, process control, signals, inter-process communication (pipe, FIFO), terminal I/O. Unix tools: shell programming (Bourne shell), programming tools (Xemacs, gcc, make, ddd debugger), regular expressions and text utilities (grep, awk, sed).  ",4,CS1020 or its equivalent,Nil,0,,0,
CS2309,CS Research Methodology,"In this module, students will learn thinking and problem-solving skills, read and present research papers, write research reports, and do a substantial project within the computing area. Topics include logical and deductive reasoning, doing proofs, inductive reasoning and statistical analysis, fallacies and psychological traps, survey skills, abstraction and modelling, problem-solving heuristics, creative thinking, decision making and reading of research papers from various computing sub-areas. In addition, students will also do an in-depth study of a computing area through independent study and project work.  ",4,(CS2010 or its equivalent) and (CS1231 or MA1100).,CS2305S,1,20,0,
CS3103,Computer Networks Practice,"This module aims to provide an opportunity for the students to learn commonly-used network protocols in greater technical depth with their implementation details than a basic networking course. Students will perform hands-on experiments in configuring and interconnecting LANs using networking devices/technologies (e.g., routers, switches, SDN switches, and hubs), networking protocols (e.g., DHCP, DNS, RIP, OSPF, ICMP, TCP, UDP, wireless LAN, VLAN protocols, SIP, SSL, IPSec-VPN) and networking tools (e.g, tcpdump, netstat, ping, traceroute). Students will learn higher-layer network protocols and develop network applications (client/server, P2P) via socket programming.",4,CS2105 Introduction to Computer Networks or EE3204/E Computer Communication Networks I,,1,80,0,
CS3103L,Computer Networks Laboratory,"The objective of the module is to augment the concepts learnt in the area of networking through hands on experiments, and thus maximising the educational experience of students. It provides an opportunity for students to interconnect LANs in the laboratory using switches, routers, terminal servers etc., and conduct various experiments relating to TCP/IP protocol stack. Students perform hands-on experiments in subnetting, dial-up service, DHCP, DNS, Multicast, RIP, OSPF, router based firewall, TCP handshaking and congestion mechanism.  ",2,Co-read CS3103,Nil,0,,0,
CS3201,Software Engineering Project I,"This module is the first part of a two-part series on the practice of software engineering in Software Development Life Cycle (SDLC). These two modules together provide the students with hands-on experience in working in project groups through a complete SDLC to develop a well-designed, well-tested, large-scaled software system. This first part focuses on applying best software engineering practices on the analysis and design of software system. The students will practice analysis of user&#39;s needs, formulation of computing requirements to meet the user&#39;s needs, modeling and design of the computer systems according to the requirements, and evaluation of the design.  ",4,CS2103 or its equivalent,CS3215,1,120,1,
CS3202,Software Engineering Project II,"This module is the second part of a two-part series on the practice of software engineering in Software Development Life Cycle (SDLC). These two modules together provide the students with hands-on experience in working in project groups through a complete SDLC to develop a well-tested, large-scaled software system. This second part focuses on applying best software engineering practices on the implementation and testing of the software system. The students will practice efficient implementation of software components, system integration, software version control, and rigorous testing.  ",4,CS3201,CS3215,1,120,1,
CS3205,Information Security Capstone Project,"This module provides students an active learning opportunity to work independently in a group on significant information security-related projects. Project activities can include analyzing the security requirements, designing and implementing security systems, and attacking and defending a system. Students get to apply what they learn in the classroom and gain hands-on experience on solving significant information security problems.",8,CS3235,,1,40,0,
